z DA dDA theta dtheta
0.65,1470.467691679566,18.086752607658664,3.472752022861551,0.04271484988119709
0.75,1554.2992025384283,12.900683381068955,3.097708383895373,0.025710979586331596
0.85,1628.7503808578742,12.052752818348269,2.796320492376532,0.020692771643586346
0.95,1675.45300303578,11.895716321554037,2.578970310044784,0.018310689201317967
1.05,1709.741519641723,11.968190637492059,2.4039691200721514,0.01682778384050506
1.15,1731.074669055031,12.117522683385216,2.263908878967724,0.015847362152774068
1.25,1771.9891012175424,12.403923708522795,2.1133412961574916,0.014793389073102445
1.35,1766.3579612903195,12.894413117419333,2.029862505770942,0.014817996292127876
1.45,1777.047651972476,13.860971685385314,1.9352988832110378,0.015095331289046096
1.55,1785.914819570886,15.537458930266707,1.8501727598255693,0.016096503010482457
1.65,1789.437661153442,18.07332037764976,1.7768499593188865,0.017946184589120753
1.75,1790.9334213905813,22.02848108310415,1.7108071991423583,0.021042928549451004
1.85,1800.05659195954,28.98091113054859,1.642412285377135,0.026442837794571874
1.95,1768.225921306753,41.02284137431667,1.61530090071089,0.037474980896492656
2.05,1690.1991176353974,89.91859305820316,1.6344645065895052,0.08695351175056168
